epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,33787.1,1.1212,2.21774,0.29778,1.1418,1.57457,0.98387,0.98792,0.99146,0.74071,0.98387,0.98792,0.99146,0.53203,0.96499,1.45027,0.09082,0.46393,1.50479,0.000736625,0.000736625,0.000736625
71,34244.8,1.0843,2.11284,0.29606,1.08767,1.5527,0.9731,0.93448,0.98895,0.71895,0.96662,0.92763,0.98321,0.53776,1.04699,1.51128,0.06386,0.53377,1.58626,0.000729725,0.000729725,0.000729725
72,34701.1,1.11193,2.15892,0.29531,1.14875,1.56058,0.97337,0.96086,0.98925,0.67217,0.97031,0.95783,0.98326,0.46087,1.083,1.59923,0.07845,0.55549,1.63763,0.00072277,0.00072277,0.00072277
73,35159.9,1.07985,2.25965,0.29999,1.13095,1.54891,0.96356,0.96938,0.98797,0.70169,0.96356,0.96938,0.98797,0.49671,0.99632,1.50162,0.0739,0.49334,1.53552,0.000715761,0.000715761,0.000715761
74,35617.3,1.09399,2.0794,0.29202,1.09745,1.55702,0.97357,0.9724,0.98936,0.73279,0.97053,0.96937,0.9855,0.51165,0.99,1.4733,0.06376,0.48757,1.53924,0.0007087,0.0007087,0.0007087
75,36075.7,1.08247,2.13558,0.29373,1.08469,1.54266,0.96489,0.98324,0.99087,0.71411,0.96112,0.97786,0.98403,0.50347,1.00533,1.54189,0.05499,0.51694,1.52107,0.000701588,0.000701588,0.000701588
76,36532.2,1.10008,2.15135,0.29291,1.09221,1.56164,0.96864,0.95158,0.98688,0.72626,0.96864,0.95158,0.98688,0.50171,0.98434,1.49466,0.04303,0.51331,1.5262,0.000694428,0.000694428,0.000694428
77,36988.2,1.06641,2.12283,0.28819,1.08295,1.53904,0.95586,0.92128,0.97745,0.70894,0.95586,0.92128,0.97745,0.52457,1.00587,1.40117,0.05344,0.51911,1.53696,0.000687222,0.000687222,0.000687222
78,37444.9,1.08159,2.04594,0.28265,1.10234,1.54111,0.89856,0.96138,0.98746,0.73462,0.89535,0.95791,0.98414,0.49676,0.99251,1.48531,0.04641,0.50216,1.51235,0.00067997,0.00067997,0.00067997
79,37902.9,1.08237,2.16196,0.29523,1.0735,1.54576,0.94993,0.97046,0.98743,0.74489,0.94993,0.97046,0.98743,0.53944,0.9522,1.42979,0.06269,0.45699,1.47269,0.000672675,0.000672675,0.000672675
80,38366.8,1.06694,2.06474,0.28742,1.07157,1.53321,0.91959,0.97992,0.99148,0.74491,0.91656,0.97644,0.98654,0.53496,0.9599,1.43673,0.0478,0.47993,1.4981,0.000665339,0.000665339,0.000665339
81,38824.9,1.07764,2.10522,0.28594,1.09515,1.55301,0.91873,0.97824,0.98702,0.7374,0.91873,0.97824,0.98702,0.53584,0.93333,1.39587,0.04779,0.49194,1.47071,0.000657963,0.000657963,0.000657963
82,39281.8,1.05296,1.97793,0.28346,1.02733,1.52399,0.96007,0.97885,0.98936,0.74264,0.95401,0.97256,0.98144,0.52497,0.95166,1.43825,0.06121,0.456,1.49343,0.00065055,0.00065055,0.00065055
83,39738.5,1.04023,2.00827,0.27988,0.99001,1.50349,0.96608,0.98224,0.98922,0.72881,0.96304,0.97921,0.98567,0.50116,0.95357,1.4478,0.04663,0.49351,1.50735,0.000643101,0.000643101,0.000643101
84,40195.8,1.05096,1.95924,0.2736,0.99627,1.52353,0.94781,0.96323,0.98343,0.71984,0.93854,0.9537,0.97056,0.52118,0.96806,1.44833,0.05183,0.49678,1.49976,0.000635617,0.000635617,0.000635617
85,40653.2,1.05716,2.031,0.28964,0.99904,1.51729,0.91985,0.98748,0.98833,0.73511,0.91985,0.98748,0.98833,0.58413,0.93595,1.28767,0.05505,0.4728,1.4702,0.000628101,0.000628101,0.000628101
86,41110.4,1.05158,1.96991,0.28411,1.02204,1.52156,0.93559,0.9935,0.99044,0.74298,0.93559,0.9935,0.99044,0.57279,0.92586,1.35086,0.05674,0.47225,1.47312,0.000620555,0.000620555,0.000620555
87,41568.4,1.03401,1.91748,0.27871,0.97809,1.51094,0.95312,0.96639,0.98798,0.73162,0.95312,0.96639,0.98798,0.56089,0.92474,1.34009,0.06166,0.47903,1.4681,0.000612981,0.000612981,0.000612981
88,42024.4,1.01909,1.93242,0.27908,0.98123,1.50573,0.97432,0.97102,0.98897,0.75258,0.96829,0.96496,0.98092,0.57958,0.9057,1.33594,0.05422,0.46181,1.44803,0.00060538,0.00060538,0.00060538
89,42480.8,1.073,1.99367,0.28126,1.03977,1.55199,0.96127,0.97337,0.98485,0.69701,0.94911,0.96081,0.97089,0.54973,1.02484,1.39893,0.04627,0.5128,1.56575,0.000597754,0.000597754,0.000597754
90,42937.2,1.03536,1.89976,0.27537,0.97856,1.51165,0.96537,0.98155,0.9834,0.73828,0.95929,0.97537,0.97597,0.56589,0.94177,1.31798,0.05067,0.49302,1.50107,0.000590105,0.000590105,0.000590105
91,43393.2,1.03653,1.94971,0.27722,0.97316,1.51095,0.98117,0.98788,0.99077,0.73368,0.97512,0.98182,0.98089,0.58301,0.95828,1.33123,0.04953,0.45549,1.47213,0.000582435,0.000582435,0.000582435
92,43850.6,1.02349,1.90348,0.27679,0.98303,1.50428,0.98629,0.9935,0.99169,0.74976,0.98629,0.9935,0.99169,0.58448,0.91373,1.29609,0.07989,0.43397,1.44626,0.000574746,0.000574746,0.000574746
93,44307.4,1.01498,1.9327,0.28465,0.96591,1.49394,0.98548,0.99324,0.98982,0.75304,0.98548,0.99324,0.98982,0.55766,0.89425,1.35658,0.06124,0.43869,1.41843,0.00056704,0.00056704,0.00056704
94,44765,1.03846,1.93328,0.27636,0.97662,1.51978,0.97474,0.98278,0.9921,0.75078,0.96507,0.97323,0.98069,0.5818,0.94006,1.34954,0.05055,0.43665,1.46792,0.000559318,0.000559318,0.000559318
